
Initialize MPU6050

 * Sleep Mode:            Disabled
 * Clock Source:          PLL with X axis gyroscope reference
 * Accelerometer:         +/- 2 g
 * Accelerometer offsets: -3440 / -1783 / 1206

x,y,z
-0.38,-9.94,-0.79,
0.49,-10.15,-1.22,
0.68,-10.03,-1.10,
0.22,-9.83,-0.76,
-0.15,-9.94,-0.93,
-0.18,-9.99,-0.97,
-0.04,-9.86,-0.70,
0.41,-9.94,-0.98,
0.46,-10.07,-0.90,
-0.14,-9.74,-0.73,
-0.39,-9.86,-0.79,
0.25,-10.07,-1.01,
0.68,-9.98,-0.97,
0.17,-9.82,-0.69,
-0.22,-9.82,-0.63,
-0.19,-9.84,-0.73,
0.46,-10.04,-1.09,
0.53,-10.13,-1.17,
-0.12,-9.83,-0.59,
-0.37,-9.88,-0.79,
0.08,-10.04,-0.84,
0.62,-9.99,-1.09,
0.33,-9.95,-0.90,
-0.24,-9.83,-0.76,
-0.26,-9.91,-0.65,
-0.10,-9.96,-0.94,
0.22,-9.99,-1.00,
0.33,-9.91,-0.88,
0.12,-9.99,-1.10,
-0.31,-9.95,-0.70,
0.10,-9.84,-0.76,
0.61,-10.24,-1.19,
0.10,-9.86,-0.76,
-0.18,-9.90,-0.82,
0.03,-10.10,-1.05,
-0.15,-9.87,-0.86,
0.03,-9.90,-0.74,
0.34,-9.76,-0.78,
0.18,-9.86,-0.77,
0.04,-10.00,-0.91,
0.26,-9.86,-1.00,
0.14,-10.01,-1.01,
-0.02,-10.09,-1.14,
0.01,-9.83,-0.91,
-0.06,-9.71,-0.66,
-0.03,-9.96,-0.96,
0.29,-10.19,-1.08,
0.31,-9.79,-0.73,
-0.18,-9.77,-0.55,
-0.22,-10.19,-1.10,
0.39,-10.10,-1.27,
0.25,-9.74,-0.84,
0.13,-10.07,-1.01,
0.09,-9.80,-0.75,
-0.18,-9.88,-0.88,
0.18,-10.07,-0.98,
0.50,-9.91,-1.12,
0.33,-10.05,-1.00,
-0.22,-9.68,-0.61,
-0.09,-10.04,-0.97,
0.20,-10.07,-1.10,
0.28,-9.89,-0.89,
0.07,-9.87,-0.82,
0.09,-9.95,-1.08,
0.15,-9.98,-0.98,
0.23,-9.97,-1.17,
-0.03,-9.96,-0.90,
-0.15,-9.66,-0.60,
0.15,-9.94,-0.85,
0.16,-10.00,-1.24,
-0.19,-9.99,-0.76,
0.36,-9.85,-0.89,
0.37,-9.91,-0.93,
-0.09,-10.09,-1.05,
-0.46,-9.91,-0.69,
0.11,-9.97,-0.96,
0.50,-9.83,-0.77,
0.17,-9.93,-0.90,
-0.36,-9.95,-0.73,
0.06,-9.99,-0.97,
0.70,-9.78,-0.93,
0.44,-10.07,-1.21,
-0.19,-10.01,-0.98,
-0.20,-10.11,-1.11,
0.09,-9.89,-0.80,
0.24,-9.90,-0.95,
-0.13,-9.93,-0.88,
-0.19,-9.87,-0.86,
0.24,-10.00,-0.96,
0.28,-9.85,-1.04,
0.10,-9.96,-0.91,
-0.37,-9.76,-0.66,
-0.06,-9.97,-0.92,
0.61,-10.21,-1.16,
0.23,-9.91,-1.11,
-0.30,-9.66,-0.45,
0.34,-9.88,-0.91,
0.16,-10.09,-1.11,
-0.18,-9.87,-0.73,
0.41,-9.93,-1.19,
0.20,-9.98,-1.00,
-0.13,-10.03,-0.85,
0.11,-9.73,-0.85,
0.31,-10.02,-1.03,
-0.21,-9.89,-0.85,
-0.17,-9.82,-0.79,
0.59,-9.99,-1.23,
0.41,-9.98,-1.11,
-0.33,-9.83,-0.62,
-0.17,-9.99,-0.93,
0.43,-9.97,-1.13,
0.21,-9.92,-0.95,
-0.00,-9.88,-0.84,
-0.13,-9.93,-0.85,
0.09,-9.84,-0.89,
0.20,-10.17,-1.07,
0.21,-9.95,-1.00,
0.25,-9.85,-0.82,
0.06,-10.11,-1.00,
-0.11,-10.05,-1.00,
0.27,-10.02,-1.10,
0.06,-9.48,-0.54,
0.03,-10.05,-0.89,
0.13,-9.98,-1.10,
0.21,-9.93,-0.87,
0.39,-10.05,-1.15,
-0.11,-10.03,-1.06,
-0.35,-9.80,-0.66,
0.34,-9.90,-0.90,
0.49,-9.87,-1.21,
0.00,-10.06,-1.05,
0.04,-9.88,-0.86,
0.11,-9.88,-0.96,
0.20,-10.14,-1.18,
0.14,-9.99,-1.11,
-0.01,-9.81,-0.79,
-0.03,-9.99,-0.93,
0.38,-9.99,-1.00,
0.42,-9.68,-0.75,
-0.17,-9.89,-0.78,
-0.15,-10.11,-1.11,
0.24,-9.77,-0.87,
0.44,-9.91,-1.01,
0.22,-10.06,-1.08,
-0.17,-9.99,-0.93,
0.20,-9.92,-0.89,
0.17,-10.07,-1.02,
0.23,-9.80,-0.89,
0.31,-9.84,-0.81,
0.14,-10.13,-1.11,
-0.28,-9.81,-0.78,
-0.06,-10.01,-0.79,
0.54,-9.78,-0.95,
0.17,-10.15,-1.09,
-0.15,-9.92,-0.82,
0.24,-9.85,-0.90,
0.10,-9.94,-0.91,
0.19,-10.09,-1.06,
0.09,-9.98,-0.92,
0.09,-9.92,-0.75,
0.31,-9.93,-1.02,
0.22,-9.91,-0.82,
0.17,-9.89,-0.87,
0.04,-9.96,-0.99,
-0.03,-9.95,-0.72,
0.28,-9.93,-1.19,
0.04,-10.06,-1.08,
-0.22,-9.86,-0.78,
0.18,-9.91,-0.93,
0.28,-9.94,-0.88,
0.16,-9.80,-0.89,
-0.11,-10.04,-0.94,
-0.02,-9.94,-0.89,
0.18,-9.90,-0.98,
0.37,-9.93,-1.10,
0.02,-10.10,-0.85,
-0.13,-9.86,-0.81,
0.56,-9.99,-0.90,
0.44,-9.82,-0.94,
-0.17,-9.78,-0.71,
-0.24,-10.01,-0.82,
0.35,-10.04,-1.10,
0.50,-9.90,-0.93,
0.03,-9.92,-0.74,
-0.22,-9.91,-0.77,
-0.04,-9.98,-0.91,
0.21,-9.94,-0.86,
0.23,-9.94,-0.68,
0.26,-10.00,-1.14,
0.07,-10.21,-1.02,
0.06,-9.84,-0.82,
0.13,-9.71,-0.84,
0.24,-10.15,-1.05,
0.17,-9.91,-0.79,
0.02,-9.82,-0.76,
-0.06,-9.80,-0.80,
-0.08,-9.95,-0.89,
0.28,-10.04,-1.03,
0.49,-10.05,-1.16,
-0.03,-9.79,-0.71,
-0.12,-9.96,-0.78,
0.33,-10.02,-0.99,
0.27,-9.88,-0.90,
0.06,-9.94,-0.94,
0.00,-9.98,-1.02,
-0.23,-9.96,-0.80,
0.09,-9.83,-0.99,
0.18,-10.06,-0.89,
0.27,-9.78,-0.84,
0.08,-10.02,-0.89,
0.10,-10.00,-1.04,
-0.25,-9.87,-0.68,
0.00,-9.79,-0.76,
0.37,-9.94,-1.02,
0.22,-10.01,-1.10,
-0.08,-9.92,-0.71,
0.02,-9.99,-0.85,
0.36,-9.99,-0.98,
0.37,-9.92,-1.00,
-0.08,-9.81,-0.61,
0.12,-10.14,-1.18,
0.11,-9.83,-0.85,
0.24,-10.11,-1.04,
-0.13,-9.77,-0.72,
-0.01,-9.89,-0.77,
0.53,-10.01,-1.08,
0.17,-10.05,-1.00,
-0.30,-9.81,-0.56,
0.08,-9.71,-0.69,
0.29,-10.11,-1.19,
0.10,-10.17,-1.01,
0.18,-9.98,-0.86,
0.27,-9.96,-1.00,
0.03,-9.92,-0.74,
0.23,-10.04,-0.95,
0.18,-9.85,-0.94,
0.03,-10.01,-0.96,
-0.08,-9.88,-0.74,
0.15,-9.85,-0.83,
0.26,-9.92,-0.90,
0.10,-10.02,-0.93,
0.11,-9.86,-0.73,
0.36,-10.02,-1.13,
0.25,-10.04,-0.98,
-0.25,-10.00,-0.83,
-0.35,-9.74,-0.67,
0.42,-10.11,-1.04,
0.63,-9.78,-1.01,
-0.13,-9.82,-0.73,
-0.38,-10.04,-0.79,
0.52,-9.87,-0.99,
0.46,-10.07,-0.99,
-0.06,-9.86,-0.83,
-0.14,-9.97,-0.83,
0.07,-9.93,-0.87,
0.46,-9.89,-0.90,
0.22,-9.91,-0.87,
-0.05,-9.92,-0.87,
0.14,-10.08,-1.00,
0.16,-9.91,-0.75,
0.16,-9.83,-0.83,
0.25,-10.05,-1.15,
0.09,-9.97,-0.85,
0.11,-9.85,-0.78,
0.07,-9.99,-0.89,
0.08,-9.88,-0.76,
0.19,-9.96,-0.98,
0.19,-10.08,-1.18,
0.07,-9.87,-0.87,
0.15,-9.88,-0.89,
0.14,-9.92,-0.77,
0.30,-9.93,-1.03,
0.18,-10.09,-0.90,
-0.06,-9.84,-0.78,
0.24,-9.97,-1.09,
0.11,-9.88,-0.83,
0.26,-9.98,-0.96,
0.45,-9.90,-0.98,
0.09,-9.87,-0.95,
-0.11,-10.05,-0.84,
0.23,-9.88,-0.84,
0.10,-9.83,-0.66,
0.27,-10.01,-0.99,
0.26,-9.98,-1.01,
-0.09,-9.92,-0.78,
0.12,-9.97,-0.97,
0.56,-10.14,-1.14,
0.30,-9.88,-0.78,
-0.12,-9.90,-0.84,
-0.02,-9.99,-0.88,
0.31,-9.77,-0.84,
0.40,-9.98,-1.00,
0.25,-9.93,-1.03,
0.01,-10.09,-0.97,
-0.09,-9.91,-0.77,
0.08,-9.85,-0.69,
0.46,-9.88,-0.97,
0.35,-10.04,-1.15,
-0.02,-10.07,-0.90,
0.25,-9.86,-0.83,
0.29,-9.85,-0.91,
0.18,-9.92,-0.89,
-0.15,-10.04,-0.87,
0.08,-9.90,-0.87,
0.43,-10.05,-0.95,
0.44,-9.84,-1.05,
-0.20,-9.91,-0.69,
0.14,-9.93,-0.92,
0.42,-10.01,-1.11,
0.35,-10.02,-1.11,
0.21,-9.92,-0.88,
0.22,-10.00,-0.85,
0.04,-9.73,-0.71,
-0.09,-9.99,-0.80,
0.21,-10.05,-1.01,
0.21,-9.79,-0.80,
0.23,-9.87,-0.90,
0.16,-10.11,-0.88,
0.44,-9.93,-0.99,
0.62,-10.03,-1.07,
0.13,-9.98,-1.01,
-0.51,-9.85,-0.52,
0.15,-9.91,-0.87,
0.51,-9.93,-1.23,
0.06,-9.82,-0.65,
0.06,-10.03,-1.07,
0.26,-10.02,-1.03,
0.26,-9.75,-0.85,
0.09,-9.97,-0.82,
0.22,-9.85,-0.93,
0.22,-10.05,-0.93,
0.00,-9.91,-0.99,
-0.09,-9.74,-0.66,
0.60,-10.19,-1.20,
0.47,-9.89,-1.17,
-0.26,-9.87,-0.59,
0.11,-9.85,-0.73,
0.52,-10.16,-0.96,
0.37,-9.83,-0.85,
-0.08,-9.96,-0.86,
0.02,-9.96,-0.82,
0.30,-9.86,-0.88,
0.37,-9.99,-0.95,
0.03,-10.00,-0.88,
0.03,-9.88,-0.75,
0.11,-10.03,-0.85,
0.24,-9.79,-0.70,
0.48,-10.18,-1.21,
0.25,-10.04,-0.95,
0.06,-9.85,-0.59,
0.00,-10.01,-1.15,
0.10,-9.92,-0.92,
0.32,-9.92,-0.85,
0.31,-9.94,-0.97,
0.15,-9.96,-0.81,
-0.00,-9.74,-0.59,
0.17,-10.13,-0.98,
0.29,-10.05,-0.84,
0.32,-9.75,-0.87,
0.42,-10.06,-0.94,
0.20,-9.91,-0.84,
0.12,-9.96,-0.90,
-0.07,-9.78,-0.74,
-0.25,-10.01,-0.81,
0.45,-9.98,-0.94,
0.67,-9.96,-1.19,
0.00,-9.94,-0.66,
-0.07,-9.83,-0.74,
0.35,-10.04,-1.05,
0.29,-9.86,-0.82,
-0.00,-9.95,-0.88,
0.01,-10.05,-0.93,
0.37,-9.83,-0.84,
0.53,-9.96,-0.91,
0.10,-9.93,-0.85,
0.04,-9.98,-0.78,
0.27,-9.89,-0.90,
0.22,-9.97,-0.79,
0.34,-9.96,-0.92,
0.17,-10.06,-1.04,
0.06,-10.00,-0.86,
0.50,-9.84,-0.98,
0.13,-9.91,-0.76,
-0.25,-9.83,-0.68,
0.26,-9.99,-1.01,
0.62,-9.87,-1.03,
0.22,-10.02,-0.86,
-0.10,-9.97,-0.88,
0.30,-9.92,-0.88,
0.44,-9.87,-0.86,
0.24,-9.98,-0.96,
0.17,-9.98,-0.82,
0.22,-9.87,-0.69,
0.21,-9.86,-0.75,
0.22,-9.95,-0.87,
0.18,-10.05,-1.05,
0.15,-9.95,-0.95,
0.06,-9.95,-0.74,
0.23,-9.79,-0.70,
0.18,-9.93,-0.82,
0.37,-10.06,-0.98,
0.65,-9.96,-0.93,
-0.01,-9.74,-0.74,
-0.25,-9.99,-0.93,
0.49,-10.21,-1.32,
0.20,-9.67,-0.79,
-0.03,-9.96,-0.87,
0.19,-10.14,-1.07,
0.35,-9.90,-0.78,
0.61,-9.86,-0.97,
0.22,-9.88,-0.87,
-0.08,-10.05,-0.92,
0.30,-9.98,-1.03,
0.47,-9.96,-1.00,
0.23,-9.96,-0.78,
0.12,-9.85,-0.78,
0.45,-10.10,-1.01,
0.35,-9.84,-0.84,
-0.03,-9.86,-0.56,
0.18,-9.99,-1.00,
0.41,-10.02,-1.07,
0.28,-9.84,-0.83,
0.18,-10.04,-0.99,
0.20,-9.90,-0.88,
0.28,-9.77,-0.78,
0.31,-9.87,-0.95,
-0.05,-10.01,-0.91,
0.17,-9.94,-0.92,
0.43,-9.94,-0.91,
0.31,-10.13,-1.02,
0.27,-9.84,-0.93,
0.29,-10.13,-1.02,
0.18,-9.89,-0.85,
0.14,-9.83,-0.82,
0.06,-9.97,-0.85,
0.18,-9.92,-0.91,
0.26,-9.86,-0.86,
0.42,-10.04,-1.03,
0.44,-9.98,-0.98,
0.34,-10.03,-0.96,
0.05,-9.88,-0.77,
0.23,-9.93,-0.98,
0.41,-9.97,-1.03,
0.22,-9.90,-0.93,
0.17,-10.05,-0.98,
0.16,-9.96,-0.89,
0.29,-9.77,-0.90,
0.34,-10.13,-1.19,
0.16,-9.98,-1.04,
0.23,-9.91,-0.78,
0.30,-9.75,-0.79,
0.42,-9.97,-0.94,
0.33,-9.98,-0.96,
-0.07,-9.86,-0.93,
0.19,-10.04,-1.00,
0.48,-9.88,-0.90,
0.27,-9.89,-0.87,
0.26,-10.02,-1.00,
0.27,-10.01,-0.82,
0.20,-9.69,-0.66,
0.45,-10.12,-1.03,
0.31,-9.99,-1.10,
0.11,-9.87,-0.78,
0.36,-9.88,-0.93,
0.22,-10.04,-0.83,
0.18,-9.83,-0.76,
0.41,-10.02,-1.02,
0.20,-9.91,-0.90,
0.13,-9.99,-0.95,
0.17,-9.95,-0.77,
0.49,-9.94,-0.98,
0.52,-10.02,-1.05,
0.09,-9.94,-0.78,
0.20,-9.87,-0.74,
0.32,-10.08,-1.09,
-0.01,-9.97,-0.82,
0.37,-9.94,-0.86,
0.48,-9.98,-0.95,
0.15,-9.87,-0.85,
0.32,-10.00,-1.00,
0.56,-10.00,-1.02,
0.34,-9.94,-0.92,
0.17,-9.93,-0.87,
0.22,-10.06,-0.96,
0.18,-9.94,-0.91,
0.20,-9.98,-0.87,
0.37,-9.93,-1.01,
0.24,-9.92,-0.88,
-0.06,-9.93,-0.84,
0.30,-9.99,-0.93,
0.45,-9.90,-0.86,
0.43,-9.97,-0.98,
-0.02,-10.02,-0.82,
0.17,-9.96,-0.93,
0.41,-9.76,-0.76,
0.36,-10.12,-1.12,
0.38,-9.93,-0.92,
0.38,-9.94,-0.84,
0.40,-9.95,-0.87,
0.35,-9.88,-0.92,
0.28,-9.85,-0.90,
0.17,-10.06,-1.07,
0.03,-9.98,-0.90,
0.47,-9.93,-0.82,
0.36,-9.77,-0.79,
0.05,-10.05,-0.92,
0.26,-10.05,-0.89,
0.50,-10.02,-1.07,
0.31,-9.65,-0.75,
0.30,-10.08,-1.10,
0.07,-9.94,-0.95,
0.23,-9.94,-0.90,
0.45,-9.88,-0.84,
0.41,-9.96,-1.06,
0.15,-9.81,-0.80,
0.06,-10.06,-0.89,
0.45,-9.90,-0.94,
0.38,-9.93,-1.02,
-0.02,-10.00,-0.89,
0.17,-9.82,-0.79,
0.63,-10.06,-1.01,
0.60,-10.03,-1.10,
0.11,-9.93,-0.95,
-0.04,-9.99,-0.73,
0.34,-9.87,-0.99,
0.45,-9.94,-1.02,
0.22,-9.98,-0.95,
0.25,-9.87,-0.91,
0.05,-9.91,-0.78,
0.40,-9.97,-0.97,
0.55,-9.92,-1.07,
0.14,-9.92,-0.83,
0.20,-9.89,-0.89,
0.44,-10.09,-1.12,
0.26,-9.89,-0.89,
0.29,-9.91,-0.78,
0.39,-9.91,-0.93,
0.44,-10.01,-0.91,
0.32,-10.04,-0.95,
0.13,-9.88,-0.70,
0.28,-10.02,-0.94,
0.38,-9.92,-0.99,
0.47,-10.01,-1.06,
0.03,-9.80,-0.80,
0.15,-9.97,-0.84,
0.42,-9.80,-0.68,
0.53,-9.98,-1.00,
0.13,-10.03,-0.93,
0.12,-9.79,-0.72,
0.25,-10.00,-0.84,
0.45,-9.86,-0.85,
0.46,-10.05,-1.05,
0.46,-10.05,-0.97,
0.17,-9.86,-0.81,
0.06,-9.84,-0.77,
0.36,-9.92,-0.91,
0.51,-9.98,-1.06,
0.27,-9.98,-0.87,
0.15,-9.93,-0.80,
0.26,-10.07,-1.00,
0.25,-9.81,-0.82,
0.13,-9.91,-0.82,
0.33,-9.93,-0.79,
0.46,-9.87,-0.84,
0.40,-10.09,-1.01,
0.39,-10.01,-1.09,
0.22,-9.97,-1.00,
0.04,-9.92,-0.80,
0.27,-9.95,-0.91,
0.49,-9.95,-0.88,
0.32,-10.01,-0.96,
0.21,-9.95,-0.86,
0.39,-9.92,-0.96,
0.36,-10.04,-1.06,
0.12,-9.90,-0.85,
0.25,-9.98,-0.94,
0.43,-9.91,-0.93,
0.54,-9.95,-0.94,
0.37,-9.99,-0.97,
-0.19,-9.99,-0.75,
0.40,-9.72,-1.00,
0.51,-10.03,-0.87,
0.14,-9.95,-0.94,
0.05,-10.01,-0.98,
0.33,-9.90,-0.85,
0.57,-10.00,-1.00,
0.36,-10.04,-1.01,
-0.05,-10.00,-0.84,
0.19,-9.79,-0.78,
0.40,-10.00,-0.81,
0.32,-9.93,-1.08,
0.20,-10.02,-0.83,
0.39,-9.90,-0.90,
0.48,-10.02,-1.03,
0.21,-9.95,-0.79,
0.27,-9.82,-0.74,
0.36,-10.05,-1.02,
0.16,-9.81,-0.65,
0.10,-9.79,-0.79,
0.41,-10.01,-1.08,
0.26,-10.08,-1.08,
0.32,-9.93,-0.77,
0.53,-9.85,-0.87,
0.29,-9.87,-0.80,
0.37,-9.93,-0.92,
0.59,-10.04,-1.12,
0.00,-9.98,-0.75,
0.04,-9.76,-0.78,
0.61,-9.99,-1.02,
0.56,-9.83,-0.98,
0.01,-10.03,-0.86,
0.17,-10.06,-0.85,
0.71,-9.90,-0.90,
0.39,-9.86,-0.73,
-0.02,-10.04,-0.93,
0.05,-9.89,-0.81,
0.44,-9.90,-0.79,
0.59,-9.96,-1.09,
0.22,-10.10,-0.97,
0.33,-9.93,-0.90,
0.38,-9.88,-0.85,
0.34,-9.93,-0.78,
0.42,-9.84,-1.06,
-0.03,-10.02,-0.85,
0.33,-9.96,-0.83,
0.45,-9.95,-0.90,
0.23,-9.89,-0.84,
0.29,-10.02,-1.00,
0.54,-9.97,-0.94,
0.48,-9.99,-0.93,
0.36,-9.96,-0.97,
0.28,-10.05,-0.90,
0.23,-10.02,-0.92,
0.45,-9.98,-1.08,
0.64,-10.25,-1.26,
0.45,-9.79,-0.91,
0.49,-10.34,-1.46,
0.41,-10.45,-1.33,
0.20,-10.77,-1.98,
-0.39,-11.17,-1.59,
0.29,-11.18,-2.12,
0.93,-11.04,-1.82,
0.07,-10.58,-1.36,
-0.93,-10.34,-0.39,
-1.25,-10.70,-0.88,
-0.63,-10.80,-1.16,
-0.36,-9.47,0.11,
0.36,-10.55,-0.87,
0.59,-9.91,-0.58,
0.09,-9.44,0.11,
0.09,-9.23,0.95,
0.61,-9.21,0.79,
1.70,-9.79,-0.37,
1.73,-11.07,-1.30,
0.75,-9.35,-0.08,
-0.34,-8.78,1.16,
-1.27,-8.71,1.45,
-2.18,-7.54,2.74,
-2.65,-7.71,3.08,
-1.79,-8.70,1.94,
-2.48,-8.06,2.10,
-4.24,-7.67,3.31,
-4.69,-6.26,4.46,
-2.82,-6.00,4.07,
-2.60,-6.47,3.29,
-4.38,-6.21,3.36,
-5.11,-5.73,2.85,
-5.27,-5.92,3.04,
-2.60,-5.49,2.27,
-1.01,-4.99,2.61,
-2.53,-4.28,3.16,
-5.22,-2.91,5.14,
-6.31,-3.24,5.64,
-4.94,-2.12,5.99,
-2.78,-2.11,5.68,
-3.46,-2.29,4.81,
-5.87,-2.35,5.57,
-5.87,-0.08,6.25,
-5.26,0.14,7.04,
-4.74,0.46,6.79,
-4.15,1.06,6.92,
-3.76,1.58,6.12,
-4.43,2.27,6.83,
-4.05,3.26,7.44,
-3.44,3.85,6.97,
-4.58,4.01,7.33,
-4.81,4.63,6.90,
-3.89,4.41,6.22,
-3.03,4.79,5.16,
-2.62,4.36,4.35,
-3.12,5.58,5.11,
-3.77,6.61,5.76,
-3.15,7.99,6.48,
-2.99,7.86,5.73,
-2.74,7.78,5.74,
-2.52,7.64,4.57,
-3.17,8.11,4.89,
-2.63,9.33,5.13,
-2.48,8.85,4.66,
-1.59,8.86,4.17,
-0.96,8.75,2.85,
-1.15,8.56,2.60,
-2.03,8.93,2.68,
-1.76,9.93,3.07,
-0.71,10.66,3.89,
0.38,9.69,1.70,
0.10,8.79,0.77,
-1.35,9.70,1.51,
-2.01,10.53,2.34,
-1.45,9.47,1.26,
-0.13,9.58,0.37,
0.20,9.66,0.34,
0.54,11.11,1.41,
1.06,11.28,0.57,
-1.34,9.73,-0.02,
-1.67,10.85,1.30,
0.28,9.97,-0.61,
0.97,10.40,-0.66,
-0.42,10.49,-0.09,
-1.52,10.07,-0.42,
-0.61,10.94,-0.37,
0.50,9.43,-1.68,
0.41,10.10,-1.55,
-0.38,11.29,0.73,
-0.10,11.46,-0.18,
0.67,9.88,-1.41,
1.39,9.70,-3.07,
0.87,9.14,-2.45,
0.51,10.89,-0.63,
0.37,11.19,-0.65,
-0.10,8.99,-2.59,
-0.30,9.95,-1.62,
1.17,10.22,-1.54,
1.64,9.98,-2.37,
0.54,9.02,-2.27,
-0.48,9.45,-2.34,
-0.94,9.27,-2.09,
0.05,9.08,-2.44,
1.06,9.92,-1.82,
0.56,9.95,-1.60,
0.14,10.59,-1.24,
0.42,8.88,-2.96,
-0.08,9.04,-2.65,
-0.79,10.60,-0.78,
0.05,10.43,-1.06,
0.89,9.81,-2.12,
0.79,9.34,-2.67,
-0.67,9.36,-1.83,
-1.18,10.16,-0.59,
0.36,10.59,-0.66,
1.16,9.32,-2.77,
0.24,8.62,-3.08,
-0.80,9.18,-1.94,
-0.11,10.02,-1.24,
1.08,9.76,-1.81,
0.84,9.62,-2.05,
-0.01,9.83,-2.03,
-0.69,8.99,-2.08,
-0.48,9.89,-1.78,
-0.07,9.86,-1.25,
0.11,10.44,-1.19,
0.76,9.92,-1.94,
0.60,9.31,-2.83,
-0.33,9.02,-2.37,
-0.61,10.07,-1.39,
-0.11,10.69,-0.59,
0.72,10.20,-1.68,
0.37,8.84,-3.07,
-0.49,8.94,-2.52,
-0.78,9.96,-1.23,
-0.40,9.70,-1.45,
0.28,9.93,-1.60,
0.56,9.40,-2.12,
0.21,9.07,-2.74,
-0.19,9.35,-1.78,
-0.09,9.95,-1.46,
-0.05,9.97,-1.35,
-0.43,9.32,-1.86,
-0.14,9.70,-2.07,
0.38,9.46,-2.42,
0.02,9.52,-2.18,
-0.42,10.09,-1.31,
-0.51,10.08,-1.20,
-0.09,10.27,-1.48,
0.39,9.75,-2.06,
0.02,9.20,-2.90,
-0.33,9.24,-2.23,
0.01,9.94,-1.71,
-0.19,9.99,-1.57,
-0.55,9.82,-1.47,
-0.44,9.65,-1.81,
0.17,9.72,-2.02,
0.41,9.65,-2.46,
0.11,8.99,-2.53,
-0.35,9.69,-1.85,
-0.65,10.57,-0.66,
-0.06,10.12,-1.68,
-0.06,9.21,-2.62,
-0.31,9.03,-2.56,
-0.43,9.71,-1.85,
-0.25,10.18,-1.11,
-0.03,10.30,-1.16,
0.09,9.44,-2.36,
-0.31,8.99,-2.79,
-0.64,9.43,-1.95,
-0.18,9.73,-1.59,
0.12,9.79,-1.98,
-0.16,9.54,-2.15,
-0.59,9.54,-1.88,
-0.50,9.60,-2.10,
-0.35,9.59,-1.73,
0.09,9.42,-2.37,
-0.38,9.21,-2.22,
-0.70,9.48,-1.90,
-0.60,9.97,-1.42,
-0.84,9.48,-1.65,
-0.20,10.22,-1.57,
0.31,9.34,-2.00,
-0.04,10.15,-1.82,
-1.24,9.85,-1.32,
-1.26,9.28,-2.02,
-0.32,9.68,-1.95,
-0.31,9.93,-1.85,
-0.35,9.98,-1.33,
-0.29,9.63,-2.24,
-1.23,9.24,-2.21,
-1.62,9.40,-1.82,
-0.79,10.38,-1.38,
-0.01,9.81,-1.87,
-0.41,9.29,-2.55,
-1.21,9.12,-1.95,
-0.89,9.97,-1.58,
-0.30,9.48,-2.02,
-0.71,9.12,-2.48,
-1.13,9.85,-1.37,
-0.98,9.56,-1.62,
-0.78,9.38,-2.48,
-1.11,9.04,-2.10,
-0.84,9.56,-2.08,
-0.85,9.72,-1.42,
-1.30,9.88,-0.97,
-0.89,9.54,-2.08,
-0.69,8.93,-2.95,
-1.25,8.66,-2.71,
-1.64,9.85,-1.31,
-1.39,10.02,-1.25,
-1.27,9.85,-1.20,
-0.90,10.31,-1.25,
-0.30,9.04,-2.98,
-0.89,8.38,-3.36,
-1.52,9.88,-1.65,
-1.52,9.89,-1.03,
-0.95,10.12,-1.46,
-0.98,9.31,-1.99,
-1.43,9.29,-2.22,
-1.20,9.19,-2.37,
-0.78,9.43,-2.45,
-1.61,9.33,-2.16,
-2.41,9.82,-0.72,
-1.83,10.51,-0.63,
-0.65,9.59,-2.29,
-1.01,8.71,-3.11,
-1.78,9.27,-2.24,
-1.71,10.37,-1.02,
-1.64,9.78,-1.23,
-1.23,9.76,-1.76,
-1.00,9.18,-2.40,
-1.22,9.03,-2.72,
-1.70,9.37,-1.78,
-1.07,10.20,-1.39,
-0.85,9.22,-2.40,
-1.46,9.17,-2.00,
-1.30,9.86,-1.67,
-1.18,9.29,-2.11,
-1.74,9.05,-1.93,
-1.70,10.16,-1.25,
-0.81,9.67,-2.12,
-0.79,9.20,-2.77,
-1.82,9.08,-2.24,
-2.34,9.85,-1.20,
-1.84,10.22,-1.12,
-1.12,9.65,-2.20,
-0.71,9.03,-2.75,
-0.92,9.24,-2.47,
-1.42,9.73,-1.72,
-1.80,9.82,-1.63,
-1.52,9.91,-1.50,
-0.69,9.29,-2.39,
-0.33,9.10,-3.04,
-1.47,9.00,-2.36,
-2.21,9.85,-1.44,
-1.50,9.88,-1.56,
-1.16,9.58,-2.10,
-1.59,9.74,-2.23,
-1.54,9.17,-2.28,
-1.07,10.03,-2.03,
-1.15,9.82,-1.84,
-1.31,9.32,-2.38,
-1.69,9.60,-1.92,
-1.71,9.63,-1.75,
-1.01,9.70,-2.14,
-0.86,9.05,-2.80,
-1.42,9.31,-2.51,
-1.63,9.64,-1.73,
-1.54,9.79,-1.74,
-1.25,9.56,-2.11,
-1.03,9.45,-2.35,
-1.21,9.32,-2.23,
-1.40,9.41,-2.19,
-1.41,9.84,-1.63,
-1.15,9.64,-2.14,
-1.28,9.59,-1.96,
-1.16,9.66,-2.22,
-1.30,8.99,-2.52,
-1.79,9.63,-1.87,
-1.30,9.68,-1.91,
-0.80,9.59,-2.27,
-1.33,9.35,-2.38,
-1.82,9.46,-1.98,
-1.39,9.66,-1.89,
-1.16,9.30,-2.32,
-1.28,9.13,-2.61,
-1.18,9.55,-2.22,
-1.44,9.60,-1.90,
